seller_id,region
acadd4d36859671cb635527c6c977533,Lazio
ef506c96320abeedfb894c34db06f478,Lazio
c70c1b0d8ca86052f45a432a38b73958,Lazio
1025f0e2d44d7041d6cf58b6550e0bfa,Lazio
974cf2cb8f4b7add98709c30df02fe10,Lazio
4c2b230173bb36f9b240f2b8ac11786e,Lazio
218d46b86c1881d022bce9c68a7d4b15,Lazio
0bae85eb84b9fb3bd773911e89288d54,Lazio
53e4c6e0f4312d4d2107a8c9cddf45cd,Lazio
e067ad2c1c0b48758eb1b5228bcf7a68,Lazio
c7a0a13cbcf29d5ce51c8f80afdc0b89,Abruzzo
87d30a6a0cbf89356e49324971ab1d24,Lazio
955fee9216a65b617aa5c0531780ce60,Lazio
dfa0c4c6229ab200a4a1336b4d7128ff,Abruzzo
77530e9772f57a62c906e1c21538ab82,Liguria
53b0300ca793f9834cd69c0678d35ee8,Lazio
1caf283236cd69af44cbc09a0a1e7d32,Piemonte
5c030029b5916fed0986310385ec9009,Abruzzo
b64d51f0435e884e8de603b1655155ae,Lazio
1b1ae47a313a825a7ccceb8e2e30fa9d,Liguria
2138ccb85b11a4ec1e37afbd1c8eda1f,Lazio
51f108f62cb87d61918159902c8f8583,Liguria
1f50f920176fa81dab994f9023523100,Lazio
aafe36600ce604f205b86b5084d3d767,Abruzzo
1c129092bf23f28a5930387c980c0dfc,Lazio
9f505651f4a6abe901a56cdc21508025,Lazio
1da3aeb70d7989d1e6d9b0e887f97c23,Lazio
6560211a19b47992c3666cc44a7e94c0,Lazio
7c67e1448b00f6e969d365cea6b010ab,Lazio
33576ec5412fb5905d876f12f33bfde6,Liguria
c70c1b0d8ca86052f45a432a38b73958,Lazio
900ba814c251a692506d7834c1218441,Lazio
985c92cc412091f8529c12d7f23d3fef,Toscana
7d76b645482be4a332374e8223836592,Lazio
8a130737016f838139d31878787a39c9,Lazio
16090f2ca825584b5a147ab24aa30c86,Lazio
5b925e1d006e9476d738aa200751b73b,Lazio
dbb9b48c841a0e39e21f98e1a6b2ec3e,Lazio
e9779976487b77c6d4ac45f75ec7afe9,Lazio
f214d28e8d8e3ef068748498ccc2f813,Lazio
53e4c6e0f4312d4d2107a8c9cddf45cd,Lazio
18a349e75d307f4b4cc646a691ed4216,Lazio
9cea4682e16655f7da87f406902e989e,Liguria
1025f0e2d44d7041d6cf58b6550e0bfa,Lazio
128639473a139ac0f3e5f5ade55873a5,Liguria
33a6f4b1e7cdc205511e76ba1b6e0186,Lazio
6a8b085f816a1f75f92dbac6eb545f8f,Lazio
e9779976487b77c6d4ac45f75ec7afe9,Lazio
25c5c91f63607446a97b143d2d535d31,Toscana
40db9e9aa57f7bb151bcda6b0f9bdbb7,Lombardia
b18871c324516afa228a13e8f1ef0ae9,Lazio
d1c281d3ae149232351cd8c8cc885f0d,Lazio
6039e27294dc75811c0d8a39069f52c0,Lazio
710e3548e02bc1d2831dfc4f1b5b14d4,Liguria
77530e9772f57a62c906e1c21538ab82,Liguria
cc63f0dd2acba93ffed4fe9f8e0321fa,Lazio
1caf283236cd69af44cbc09a0a1e7d32,Piemonte
c003204e1ab016dfa150abc119207b24,Lazio
2c9e548be18521d1c43cde1c582c6de8,Lazio
1f50f920176fa81dab994f9023523100,Lazio
688756f717c462a206ad854c5027a64a,Lazio
213b25e6f54661939f11710a6fddb871,Lazio
da8622b14eb17ae2831f4ac5b9dab84a,Lazio
b499c00f28f4b7069ff6550af8c1348a,Lazio
4869f7a5dfa277a7dca6462dcf3b52b2,Lazio
c5e60e39c0f42b8e827daa13cff74afa,Lazio
82e0a475a88cc9595229d8029273f045,Lazio
4a3ca9315b744ce9f8e9374361493884,Lazio
8d956fec2e4337affcb520f56fd8cbfd,Lazio
e9779976487b77c6d4ac45f75ec7afe9,Lazio
4c2b230173bb36f9b240f2b8ac11786e,Lazio
bba3293d6f5d5af2f415e004e8b93ae3,Lazio
0b90b6df587eb83608a64ea8b390cf07,Liguria
4a3ca9315b744ce9f8e9374361493884,Lazio
ead2bab70821ea148476ae9bc08548ac,Toscana
7c67e1448b00f6e969d365cea6b010ab,Lazio
6b90f847357d8981edd79a1eb1bf0acb,Lazio
6560211a19b47992c3666cc44a7e94c0,Lazio
955fee9216a65b617aa5c0531780ce60,Lazio
06a2c3af7b3aee5d69171b0e14f0ee87,Puglia
1835b56ce799e6a4dc4eddc053f04066,Lazio
bbad7e518d7af88a0897397ffdca1979,Lazio
08633c14ef2db992c11f840f04fad4cd,Lazio
32f1bb9dfa65bc7df5c0d9d95a616be4,Lazio
ad420dd0c4f92f8af951ac24b86d0cf5,Toscana
7d13fca15225358621be4086e1eb0964,Lazio
d1ef48b38baca7e831711c4a0aeb398f,Liguria
44073f8b7e41514de3b7815dd0237f4f,Trentino Alto Adige
cd6efc47efaabf134f8bdb654e10b4f1,Piemonte
b8bc237ba3788b23da09c0f1f3a3288c,Abruzzo
f76a3b1349b6df1ee875d1f3fa4340f0,Lazio
06a2c3af7b3aee5d69171b0e14f0ee87,Puglia
3b872fd4747f01cc56206f2934198618,Lazio
218f991754f360af9c2daa5e0b8e990c,Lazio
d3dcf0604eabf0224fbd5948b5e02f69,Lazio
1025f0e2d44d7041d6cf58b6550e0bfa,Lazio
382229d1e840115ffe3dbf5ff460e417,Piemonte
b1fc4f64df5a0e8b6913ab38803c57a9,Piemonte
9c0e69c7bf2619675bbadf47b43f655a,Lazio
57e632711dec9ec14ca7546769483e7e,Abruzzo
382229d1e840115ffe3dbf5ff460e417,Piemonte
8bb48dc19fccaa8613b6229bf7f452a2,Lazio
c003204e1ab016dfa150abc119207b24,Lazio
aa2640d851ec322526f1295bbeb20092,Lazio
77530e9772f57a62c906e1c21538ab82,Liguria
128639473a139ac0f3e5f5ade55873a5,Liguria
d2374cbcbb3ca4ab1086534108cc3ab7,Lazio
d1ef48b38baca7e831711c4a0aeb398f,Liguria
ea8482cd71df3c1969d7b9473ff13abc,Lazio
e9779976487b77c6d4ac45f75ec7afe9,Lazio
cc5a78bbad32776dc4e3af205218368c,Toscana
271c58a1d139c45eaf3316107c6d3a3b,Lazio
8a2d12a90e92f012ce5226fc6592b653,Liguria
b74d1c09cb380e1d03a6f859c6f4224b,Piemonte
001cca7ae9ae17fb1caed9dfb1094831,Umbria
95f83f51203c626648c875dd41874c7f,Toscana
cc419e0650a3c5ba77189a1882b7556a,Lazio
b18dc380845b24038cfc48006478f099,Lazio
dbc22125167c298ef99da25668e1011f,Toscana
42b729f859728f5079499127a9c2ef37,Lazio
3d871de0142ce09b7081e2b9d1733cb1,Lazio
955fee9216a65b617aa5c0531780ce60,Lazio
d91fb3b7d041e83b64a00a3edfb37e4f,Lazio
f61c63d13f7cd800549d5acdd390ae72,Lazio
dbd66278cbfe1aa1000f90a217ca4695,Lazio
9674754b5a0cb32b638cec001178f799,Lazio
adbc26658d6c7b4b6219f9d934598091,Liguria
e9bc59e7b60fc3063eb2290deda4cced,Liguria
955fee9216a65b617aa5c0531780ce60,Lazio
18a349e75d307f4b4cc646a691ed4216,Lazio
fde0cc9ea29c8ccfc0a2c22256a58c71,Liguria
1a932caad4f9d804097d7f8e615baed1,Lazio
bd4889b5e9133b35b66e42a8665cea5c,Lazio
7c67e1448b00f6e969d365cea6b010ab,Lazio
8b321bb669392f5163d04c59e235e066,Lazio
00fc707aaaad2d31347cf883cd2dfe10,Liguria
827f8f69dfa529c561901c4f2e0f332f,Liguria
b2ba3715d723d245138f291a6fe42594,Lazio
709e16e2b25c7474d980076c6bfc4806,Lazio
5670f4db5b62c43d542e1b2d56b0cf7c,Lazio
392e0502231ae2f8b29994ef6398cd77,Lazio
79ebd9a61bac3eaf882805ed4ecfa12a,Liguria
ea8482cd71df3c1969d7b9473ff13abc,Lazio
eed78ac17f7f795a19a709745f00cd4e,Lazio
2a84855fd20af891be03bc5924d2b453,Toscana
0dd184061fb0eaa7ca37932c68ab91c5,Lazio
9d5604a1f112324ad6b2aa552122e0fb,Lazio
9ac4f14370b1e24ddc58be041b7f99df,Basilicata
7a67c85e85bb2ce8582c35f2203ad736,Lazio
2138ccb85b11a4ec1e37afbd1c8eda1f,Lazio
db2956745b3a8e9f3785c99f34b5d25e,Lazio
6973a06f484aacf400ece213dbf3d946,Lazio
18a349e75d307f4b4cc646a691ed4216,Lazio
080199a181c46c657dc5aa235411be3b,Lazio
562fc2f2c2863ab7e79a9e4388a58a14,Lazio
382229d1e840115ffe3dbf5ff460e417,Piemonte
2ea0861cc19e94cad86438c984c52da4,Lazio
968268a686aa05d1f529fb07dff08130,Lazio
1f50f920176fa81dab994f9023523100,Lazio
13074f016982ff2bd6c58ced8682f000,Sardegna
53e4c6e0f4312d4d2107a8c9cddf45cd,Lazio
8b321bb669392f5163d04c59e235e066,Lazio
d354c38a7182125a748cb10474fe963b,Piemonte
2a84855fd20af891be03bc5924d2b453,Toscana
2138ccb85b11a4ec1e37afbd1c8eda1f,Lazio
e9779976487b77c6d4ac45f75ec7afe9,Lazio
3935fe5fe0f82787a9dcb8deb62be09d,Lazio
5b51032eddd242adc84c38acab88f23d,Toscana
4d6d651bd7684af3fffabd5f08d12e5a,Lazio
1a3df491d1c4f1589fc2b934ada68bf2,Abruzzo
86ccac0b835037332a596a33b6949ee1,Abruzzo
855668e0971d4dfd7bef1b6a4133b41b,Lazio
d2374cbcbb3ca4ab1086534108cc3ab7,Lazio
d13e50eaa47b4cbe9eb81465865d8cfc,Lazio
cca3071e3e9bb7d12640c9fbe2301306,Lazio
709e16e2b25c7474d980076c6bfc4806,Lazio
e9bc59e7b60fc3063eb2290deda4cced,Liguria
f8db351d8c4c4c22c6835c19a46f01b0,Lazio
f6122bc84774df1b372bdb3bb88ddb9f,Lazio
bb2afe2061d53c6968aa0cffa233a8ec,Lazio
7ad32824caee82087b3e2e5f33b1bf32,Lazio
4c18691b6037662be2df78a765d98ab5,Lazio
955fee9216a65b617aa5c0531780ce60,Lazio
53243585a1d6dc2643021fd1853d8905,Friuli Venezia Giulia
beadbee30901a7f61d031b6b686095ad,Lazio
a49928bcdf77c55c6d6e05e09a9b4ca5,Lazio
1025f0e2d44d7041d6cf58b6550e0bfa,Lazio
06a2c3af7b3aee5d69171b0e14f0ee87,Puglia
7daca0837f033a41a6f3428c18657533,Lazio
4869f7a5dfa277a7dca6462dcf3b52b2,Lazio
1f9ab4708f3056ede07124aad39a2554,Lazio
7202e2ba20579a9bd1acb29e61fe71f6,Lazio
efcd8d2104f1a05d028af7bad20d974b,Lazio
79ebd9a61bac3eaf882805ed4ecfa12a,Liguria
b2ba3715d723d245138f291a6fe42594,Lazio
ad781527c93d00d89a11eecd9dcad7c1,Lazio
32b8764b4ef628b53608fc34011fcc13,Abruzzo
1c68394e931a64f90ea236c5ea590300,Liguria
634964b17796e64304cadf1ad3050fb7,Piemonte
688756f717c462a206ad854c5027a64a,Lazio
ff063b022a9a0aab91bad2c9088760b7,Lazio
da8622b14eb17ae2831f4ac5b9dab84a,Lazio
30a2f535bb48308f991d0b9ad4a8c4bb,Lazio
6560211a19b47992c3666cc44a7e94c0,Lazio
2dcf93836ae3ce0d7c93e2f10876467a,Lazio
3d871de0142ce09b7081e2b9d1733cb1,Lazio
5f3ae9136c875522250f8184f253413a,Lazio
8d956fec2e4337affcb520f56fd8cbfd,Lazio
17ca9b9e9b9ef8fdb529001b49ebb50f,Toscana
e9779976487b77c6d4ac45f75ec7afe9,Lazio
e9779976487b77c6d4ac45f75ec7afe9,Lazio
4da0e408c99d2fdc2126dc9fce518060,Liguria
1f50f920176fa81dab994f9023523100,Lazio
cc419e0650a3c5ba77189a1882b7556a,Lazio
cc419e0650a3c5ba77189a1882b7556a,Lazio
2d2c62bef4c8ba0dd74e0e228e808539,Lazio
6b243f80ed07b10f0e8aa0f21a205f3c,Liguria
67883baaae6134ee81b271a542613728,Lazio
4a3ca9315b744ce9f8e9374361493884,Lazio
c510bc1718f0f2961eaa42a23330681a,Lazio
620c87c171fb2a6dd6e8bb4dec959fc6,Piemonte
7d13fca15225358621be4086e1eb0964,Lazio
a080fc8a850289b27500f6b49cca2553,Lazio
7d13fca15225358621be4086e1eb0964,Lazio
79ebd9a61bac3eaf882805ed4ecfa12a,Liguria
fdb9095204a334cd8872252ffec6f2db,Lazio
83c465a786b06574376909b35ef6752a,Lazio
c826c40d7b19f62a09e2d7c5e7295ee2,Lazio
1dc2de47ee26a0a5b12dc14fd6dc0dea,Lazio
08ad4ac1388e4420ca531c3edfc46198,Lazio
70c27847eca8195c983ed7e798c56743,Piemonte
15aac934c58d886785ac1b17953ea898,Umbria
0ea22c1cfbdc755f86b9b54b39c16043,Toscana
8378eb36b6b70c5734e83ad7b8cdc3b7,Abruzzo
955fee9216a65b617aa5c0531780ce60,Lazio
e5a3438891c0bfdb9394643f95273d8e,Lazio
2138ccb85b11a4ec1e37afbd1c8eda1f,Lazio
270297ead4c65a6cd2593960d2af6b21,Lazio
7b0df942f46435babab05d49b744b2c4,Lazio
1127b7f2594683f2510f1c2c834a486b,Lazio
1f50f920176fa81dab994f9023523100,Lazio
537eb890efff034a88679788b647c564,Piemonte
b494891378bd8f4560abe576c52deacd,Lazio
e3a386fc36e22064434e1fa256f6a9fa,Lazio
d9a84e1403de8da0c3aa531d6d108ba6,Lazio
b8555308bfdb4ca1ed54325a58da9a97,Lazio
e9bc59e7b60fc3063eb2290deda4cced,Liguria
7ad32824caee82087b3e2e5f33b1bf32,Lazio
7f7b8245c336066a1f9933c359f11d77,Lazio
de23c3b98a88888289c6f5cc1209054a,Lazio
cc419e0650a3c5ba77189a1882b7556a,Lazio
537eb890efff034a88679788b647c564,Piemonte
8f119a0aee85c0c8fc534629734e94fd,Lazio
c70c1b0d8ca86052f45a432a38b73958,Lazio
e0a366315b1b726b6c7832d664c0f530,Lazio
669ae81880e08f269a64487cfb287169,Abruzzo
b494891378bd8f4560abe576c52deacd,Lazio
955fee9216a65b617aa5c0531780ce60,Lazio
5058e8c1e82653974541e83690655b4a,Lazio
b92e3c8f9738272ff7c59e111e108d7c,Toscana
0b35c634521043bf4b47e21547b99ab5,Liguria
ae45df84722b1d15c5f32b23a095746c,Lazio
b74d1c09cb380e1d03a6f859c6f4224b,Piemonte
2528513dd95219a6013d4d05176e391a,Lazio
7040e82f899a04d1b434b795a43b4617,Lazio
1c68394e931a64f90ea236c5ea590300,Liguria
41b14765bd56c8ad10971074380f9c0c,Lazio
c31eff8334d6b3047ed34bebd4d62c36,Lazio
6560211a19b47992c3666cc44a7e94c0,Lazio
febab0275244b9a49a623f0bd613ca2f,Lazio
9d5604a1f112324ad6b2aa552122e0fb,Lazio
ec2e006556300a79a5a91e4876ab3a56,Lazio
620c87c171fb2a6dd6e8bb4dec959fc6,Piemonte
f80edd2c5aaa505cc4b0a3b219abf4b8,Lazio
d98eec89afa3380e14463da2aabaea72,Sardegna
897060da8b9a21f655304d50fd935913,Lazio
0dd184061fb0eaa7ca37932c68ab91c5,Lazio
666658b8da8370f30e1f89893b1de5e6,Lazio
00ee68308b45bc5e2660cd833c3f81cc,Lazio
4c2b230173bb36f9b240f2b8ac11786e,Lazio
4d6d651bd7684af3fffabd5f08d12e5a,Lazio
4a3ca9315b744ce9f8e9374361493884,Lazio
ebd2d60905fb58271facef5596b620d3,Lazio
1da3aeb70d7989d1e6d9b0e887f97c23,Lazio
4830e40640734fc1c52cd21127c341d4,Lazio
6973a06f484aacf400ece213dbf3d946,Lazio
17ca9b9e9b9ef8fdb529001b49ebb50f,Toscana
2305ab43e846518f58dd9d59f3f54e96,Lazio
1900267e848ceeba8fa32d80c1a5f5a8,Lazio
e62b2d6ac10570a035a30bafcf01d263,Lazio
c013e57c075a06e5b5c48ee03c525719,Lazio
11305281b50fff20ae8bb473f8e11876,Toscana
08633c14ef2db992c11f840f04fad4cd,Lazio
9f505651f4a6abe901a56cdc21508025,Lazio
955fee9216a65b617aa5c0531780ce60,Lazio
6edacfd9f9074789dad6d62ba7950b9c,Lazio
179d859f51292aac5c10806a356f7af9,Lazio
3ab971ce71839580d2ae5b4e40fe8044,Lazio
d197aa8fbc64087f61984deef05f6227,Lazio
a1043bafd471dff536d0c462352beb48,Toscana
a673821011d0cec28146ea42f5ab767f,Lazio
897060da8b9a21f655304d50fd935913,Lazio
c9c7905cffc4ef9ff9f113554423e671,Lazio
b2479f944e1b90cf8a5de1bbfde284d6,Lazio
6481e96574816ead57975da2c0f6d80d,Lazio
94b9108d4b637ba65bb4f1e53cfcf8d8,Lazio
1f50f920176fa81dab994f9023523100,Lazio
d650b663c3b5f6fb392b6326366efa9a,Lazio
6560211a19b47992c3666cc44a7e94c0,Lazio
562fc2f2c2863ab7e79a9e4388a58a14,Lazio
7c67e1448b00f6e969d365cea6b010ab,Lazio
6b536a23086fba0d58c08d68814397f6,Piemonte
f5a590cf36251cf1162ea35bef76fe84,Lazio
c70c1b0d8ca86052f45a432a38b73958,Lazio
5d0363b33554b373851fc1622e4d5f3c,Lazio
fa1c13f2614d7b5c4749cbc52fecda94,Lazio
d6b1ce66b035a475f00c017792ff9769,Lazio
55f7a3319d80f7fdf078b8f03e6725fe,Lazio
a1043bafd471dff536d0c462352beb48,Toscana
d91fb3b7d041e83b64a00a3edfb37e4f,Lazio
213b25e6f54661939f11710a6fddb871,Lazio
1c129092bf23f28a5930387c980c0dfc,Lazio
6edacfd9f9074789dad6d62ba7950b9c,Lazio
2e1c9f22be269ef4643f826c9e650a52,Lazio
c31eff8334d6b3047ed34bebd4d62c36,Lazio
e2c92f9c1c7746d899d18f2e158bbff7,Lazio
66922902710d126a0e7d26b0e3805106,Toscana
dee656f0f566ed1aa85bd137c943f08f,Lazio
f457c46070d02cadd8a68551231220dd,Liguria
df91910b6a03bb2e3358fa6a35e32f6f,Lazio
8b321bb669392f5163d04c59e235e066,Lazio
febab0275244b9a49a623f0bd613ca2f,Lazio
602044f2c16190c2c6e45eb35c2e21cb,Lazio
955fee9216a65b617aa5c0531780ce60,Lazio
4869f7a5dfa277a7dca6462dcf3b52b2,Lazio
2c9e548be18521d1c43cde1c582c6de8,Lazio
adbc26658d6c7b4b6219f9d934598091,Liguria
23a0ffca143a15b9b5bbdb7d552f626a,Lazio
0241d4d5d36f10f80c644447315af0bd,Liguria
53e4c6e0f4312d4d2107a8c9cddf45cd,Lazio
402916f742e5c740cc751493d9cf5053,Toscana
d4f117125b59ce73c3302f88ee40c458,Lazio
e9bc59e7b60fc3063eb2290deda4cced,Liguria
e5a3438891c0bfdb9394643f95273d8e,Lazio
1f50f920176fa81dab994f9023523100,Lazio
18a349e75d307f4b4cc646a691ed4216,Lazio
c3867b4666c7d76867627c2f7fb22e21,Lazio
23d7c96d4a1160db1c726b248601b25a,Lazio
de722cd6dad950a92b7d4f82673f8833,Lombardia
5b0cc932433fa5184b5b94bfe6bcc256,Lazio
8b9d6eec4a7eb7d0f9d579ce0b38324d,Piemonte
9f505651f4a6abe901a56cdc21508025,Lazio
2a261b5b644fa05f4f2700eb93544f2c,Lazio
2ff97219cb8622eaf3cd89b7d9c09824,Lazio
77530e9772f57a62c906e1c21538ab82,Liguria
c826c40d7b19f62a09e2d7c5e7295ee2,Lazio
fec8cd45395b3cb0c2b173d7739706a1,Lazio
1025f0e2d44d7041d6cf58b6550e0bfa,Lazio
de722cd6dad950a92b7d4f82673f8833,Lombardia
79ebd9a61bac3eaf882805ed4ecfa12a,Liguria
cc419e0650a3c5ba77189a1882b7556a,Lazio
381c83fdca332ea6afd896da20bf6e4a,Liguria
f7ba60f8c3f99e7ee4042fdef03b70c4,Lazio
4869f7a5dfa277a7dca6462dcf3b52b2,Lazio
54219883e72aad869adfb2a54b7bfa0f,Lazio
7d13fca15225358621be4086e1eb0964,Lazio
0dd184061fb0eaa7ca37932c68ab91c5,Lazio
92eb0f42c21942b6552362b9b114707d,Lazio
8e6d7754bc7e0f22c96d255ebda59eba,Lazio
3d871de0142ce09b7081e2b9d1733cb1,Lazio
7d13fca15225358621be4086e1eb0964,Lazio
1025f0e2d44d7041d6cf58b6550e0bfa,Lazio
05feb94f19d094d4b0f9281f0b1d4c99,Lazio
ea8482cd71df3c1969d7b9473ff13abc,Lazio
fcdd820084f17e9982427971e4e9d47f,Lazio
ea00f977a203ff88adf7057cb7806998,Lazio
ba143b05f0110f0dc71ad71b4466ce92,Lazio
70a12e78e608ac31179aea7f8422044b,Lazio
8b321bb669392f5163d04c59e235e066,Lazio
897060da8b9a21f655304d50fd935913,Lazio
955fee9216a65b617aa5c0531780ce60,Lazio
bd0389da23d89b726abf911cccc54596,Trentino Alto Adige
cfb1a033743668a192316f3c6d1d2671,Lazio
d673a59aac7a70d8b01e6902bf090a11,Lazio
94b9108d4b637ba65bb4f1e53cfcf8d8,Lazio
5cf13accae3222c70a9cac40818ae839,Toscana
ea8482cd71df3c1969d7b9473ff13abc,Lazio
6860153b69cc696d5dcfe1cdaaafcf62,Lazio
6560211a19b47992c3666cc44a7e94c0,Lazio
b9ca8e8baa5d4aa038394a700f63e69f,Lazio
a420f60ff1aa9acc80d0e42959f2b313,Lazio
7357b52d27cbaa90f81a96cbc1279396,Toscana
8fb791022c1fc8909664f48ab7dc636d,Lazio
7ea5bfa6c340f58f8e71fc1f0412b0d6,Toscana
7c5b05cbdb5542049f38d90d7815b97d,Lazio
ff063b022a9a0aab91bad2c9088760b7,Lazio
ececbfcff9804a2d6b40f589df8eef2b,Lazio
f80edd2c5aaa505cc4b0a3b219abf4b8,Lazio
0dd184061fb0eaa7ca37932c68ab91c5,Lazio
de9727ca376d1be6ec121b110aa7954c,Liguria
4e480be820e37de1444325ff358c9296,Toscana
6d66611d7c44cc30ce351abc49a68421,Lazio
1f50f920176fa81dab994f9023523100,Lazio
dd7ddc04e1b6c2c614352b383efe2d36,Lazio
d97df38225e5abadaff1e72cb72b823c,Lazio
b76dba6c951ab00dc4edf0a1aa88037e,Lazio
4a3ca9315b744ce9f8e9374361493884,Lazio
0bae85eb84b9fb3bd773911e89288d54,Lazio
289cdb325fb7e7f891c38608bf9e0962,Lazio
d673a59aac7a70d8b01e6902bf090a11,Lazio
6a8b085f816a1f75f92dbac6eb545f8f,Lazio
0e982cff76cc0579f632cea8a0e38c9d,Abruzzo
080102cd0a76b09e0dcf55fcacc60e05,Toscana
dfa0c4c6229ab200a4a1336b4d7128ff,Abruzzo
fe2032dab1a61af8794248c8196565c9,Lazio
3d871de0142ce09b7081e2b9d1733cb1,Lazio
e9779976487b77c6d4ac45f75ec7afe9,Lazio
010da0602d7774602cd1b3f5fb7b709e,Lazio
1835b56ce799e6a4dc4eddc053f04066,Lazio
6b803197e03abd5056b4313306b4f29d,Lazio
1025f0e2d44d7041d6cf58b6550e0bfa,Lazio
9b00ed88b7fdb95d6ff76e27c1b52d16,Lazio
8b9d6eec4a7eb7d0f9d579ce0b38324d,Piemonte
0c8380b62e38e8a1e6adbeba7eb9688c,Toscana
c3867b4666c7d76867627c2f7fb22e21,Lazio
7e93a43ef30c4f03f38b393420bc753a,Lazio
7299e27ed73d2ad986de7f7c77d919fa,Toscana
e24d3429d294b2eb200b064ebb035879,Lazio
4e922959ae960d389249c378d1c939f5,Lazio
ef506c96320abeedfb894c34db06f478,Lazio
4869f7a5dfa277a7dca6462dcf3b52b2,Lazio
014d9a685fd57276679edd00e07089e5,Liguria
59b22a78efb79a4797979612b885db36,Toscana
7c67e1448b00f6e969d365cea6b010ab,Lazio
b4ffb71f0cb1b1c3d63fad021ecf93e1,Lazio
12b9676b00f60f3b700e83af21824c0e,Sardegna
4b9750c8ad28220fe6702d4ecb7c898f,Lazio
2156f2671501a81034d7d07f217609d0,Lazio
530ec6109d11eaaf87999465c6afee01,Liguria
6e1862e15f33d9994bc25922a85e1efc,Lazio
9f505651f4a6abe901a56cdc21508025,Lazio
dbd66278cbfe1aa1000f90a217ca4695,Lazio
1f50f920176fa81dab994f9023523100,Lazio
1e8b33f18b4f7598d87f5cbee2282cc2,Lazio
46dc3b2cc0980fb8ec44634e21d2718e,Piemonte
c3cfdc648177fdbbbb35635a37472c53,Liguria
a425f92c199eb576938df686728acd20,Liguria
8b321bb669392f5163d04c59e235e066,Lazio
1f50f920176fa81dab994f9023523100,Lazio
00ee68308b45bc5e2660cd833c3f81cc,Lazio
643214e62b870443ccbe55ab29a4dccf,Lazio
ff82e8873fba613f2261a9acc896fd84,Toscana
7b07b3c7487f0ea825fc6df75abd658b,Lazio
94b9108d4b637ba65bb4f1e53cfcf8d8,Lazio
213b25e6f54661939f11710a6fddb871,Lazio
da8622b14eb17ae2831f4ac5b9dab84a,Lazio
dc4a0fc896dc34b0d5bfec8438291c80,Lazio
8b321bb669392f5163d04c59e235e066,Lazio
bcc9dd23e2a8bd8267cf92b19304a1b9,Lazio
282f23a9769b2690c5dda22e316f9941,Toscana
cfb1a033743668a192316f3c6d1d2671,Lazio
d2374cbcbb3ca4ab1086534108cc3ab7,Lazio
1b7e5006cb25dd23ce8686691013b121,Lazio
1b7e5006cb25dd23ce8686691013b121,Lazio
c31eff8334d6b3047ed34bebd4d62c36,Lazio
7d76b645482be4a332374e8223836592,Lazio
655220df33262c7e0c4949a147366f94,Lazio
1f50f920176fa81dab994f9023523100,Lazio
1c129092bf23f28a5930387c980c0dfc,Lazio
7dc8c42cc750eeafea6c85712ffee9bf,Lazio
f0837c8d71434931d9e38e7b79234797,Sardegna
4371b634e0efc0e22b09b52907d9d469,Lazio
